品牌,型号,评分分组,评分,评价内容,评论字数,时间,追评内容,页面标题,评价星级
索尼,ZV-E10,好评,5,这款索尼zv e10相机，做工很好，完美无瑕疵。经过官方查询生产批号，为官方正版相机，半画幅相机里这台相机性价比非常高，续航也很棒，而且支持触摸操作，对新手很友好，总之能花这样的价钱买到这台相机，非常值得购买,104,2026-01-27,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,"产品包装：包装完好，送来也没有任何破损。
外形外观：这款相机外观很漂亮，颜值高，是我喜欢的款式。
成像效果：拍照清晰，配置高，完全满足我的需求。
便携性能：携带方便，出门随时带着",89,2026-01-27,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,"产品包装：送来的时候包装完好，很小巧。
外形外观：外形没的说，很漂亮，很小巧。
成像效果：成像效果还是很不错的，不过还需要一段时间去研究。
便携性能：很小巧，便携性很不错。
其他特色：我买这个，主要是用来做直播用的，具体效果如何，到时候来看情况",122,2026-01-27,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,差评,1,"新手第一坑，就是买的这个相机，拍出来很模糊，还不如手机拍了，收到盒子也是烂的，售后扯皮，不退不换，刚买到手不到一周就降价，大家要擦亮眼睛，千万别买这款，也别再京东上下单，很垃圾的一次体验，京东上下单手机平板，很多次，这次体验感最差，出了问题，售后态度就是踢皮球，这个部分反馈那个部门一直也没解决，垃圾垃圾垃圾！！！！！
大几千买的东西，盒子📦都是烂的湿的，",178,2026-01-27,刚买就降价，垃圾售后服务也是踢皮球垃圾,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,1星
索尼,ZV-E10,好评,5,索尼ZV-E10K套机（黑色）小巧便携，画质出色。新升级的16-50mm II代镜头对焦迅速且安静，电动变焦顺滑，非常适合视频创作。侧翻屏和增强的收音效果让单人拍摄无比方便，是一台上手快、表现可靠的内容创作利器。,106,2026-01-25,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,索尼品牌，经典相机，大众情人，入门价位，短焦镜头，机身小巧，操作简单，赠送闪迪，当天下单，当天收货，包装完好，送货到家。,60,2026-01-25,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,感觉录视频还是挺稳的，清晰度也好，但是拍照的话和我苹果14拍的图没觉得差别多大啊，一个像素1000多万一个像素2400万呢，也不知道是不是我不会调参数没发挥它的价值hhh,85,2026-01-25,去旅游拿这个相机拍了很多图，很好拍！被打脸了，到底还是比iphone拍得有氛围感多了,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,差评,1,"差评！花了快五千块钱，体验最差的一次，以前一万多买佳能单反，比这个强百倍。
第一，价格问题，下单时系统不自动关联国补，导致多花了将近6百块钱，客户以拆开包装为由不能无理由退货，玩文字游戏，既当又立，什么叫无理由！
第二，产品不带存储卡，让消费者买了以后怎么用，你商家是来做买卖的，消费者买了你的商品还直接用不了，谁还会过来买！而且客服还态度特别恶劣，说五万的都没有，什么意思，你让消费者用不了你的产品你还骄傲？可笑至极。
联系大家不要买！避免踩坑，这也是最后一次买这个品牌的产品。",240,2026-01-25,送的赠品相机套，浅蓝色，什么审美！也不能选，联系大家不要买这家了！,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,1星
索尼,ZV-E10,好评,5,这款相机真的太戳我了！透明磨砂质感，拿在手里超有高级感，而且防滑不沾指纹～边框加厚设计，摔了也不怕，安全感满满！贴合度也超好，按键灵敏，日常使用完全无压力，颜值与实力并存，爱了爱了！,91,2026-01-25,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,差评,1,这是我在京东上购物体验最差的一次，客服服务态度也极差，刚开始沟通可以退货，过了一天立马改口只可以换货，提交申请后，各种拖时间，到最后连换货也不给换，甚至客服直接拉黑买家，商品表面有脱漆，说没有拍开箱视频理由各种推脱，体验极差，就没有碰到这么差的。,123,2026-01-24,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,1星
索尼,ZV-E10,好评,5,相机很不错，京东自营店值得信赖，服务也很好，注册耐心解答,28,2026-01-24,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,精致的做工，好看的设计，一如既往的优秀 Sony 。,26,2026-01-23,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,差评,1,不到1个月降了170块钱，客户只会说，抱歉，千万别在这买,28,2026-01-23,价格太乱了，不要在这个平台买，不到1个月，降了170，客户只会说过了保价时间，别的平台都保，就京东不保，差评,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,1星
索尼,ZV-E10,好评,5,相机不重，拍照效果很好，喜欢的宝子可以入手咯,22,2026-01-23,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,4,挺好的一个相机，这个相机的特点就是小型化，照出来效果嘛还可以，索尼的相机的特点就是对焦比较快速比较准确，以前一直用佳能的这次换一个索尼的相机看一下，以前一直用佳能的这次换一个索尼的相机，相信这个索尼的质量，相信京东自营的产品,112,2026-01-23,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,4星
索尼,ZV-E10,好评,5,小巧精致，看着还可以，电池没电，充电后看下,21,2026-01-23,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,好用的，很喜欢，入门相机首选,14,2026-01-22,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,好评 终于买到了我心心念念的小相机,17,2026-01-21,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,这款相机画质细腻，色彩还原真实，对焦迅速，无论是日常记录还是专业创作都能轻松胜任，握持手感舒适，是摄影爱好者的理想之选。,60,2026-01-21,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,中评,3,26年一月底买的相机生产日期是25年9月的，库存机。除了这个以外其他还好，另外cmos上有颗灰。,48,2026-01-21,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,3星
索尼,ZV-E10,好评,5,2025.10月生产三码合一正品,16,2026-01-20,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,哈啊哈哈哈哈啊哈哈哈啊哈哈哈啊哈,16,2026-01-20,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,好用，拍照清晰，出片。质量很好，性价比比较高,22,2026-01-19,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,非常轻便，但是有的时候画质和手机不相上下（但是上限比手机高多了），很好玩，性价比超高，拍视频就只能固定机位画质很棒，上稳定器小范围移动有的时候也能用，套头感觉其实挺（）虽然很多时候我都用好6mmf1.75。反正我没钱这个相机能让我拍到照片我已经很满意了,126,2026-01-19,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,对焦很快，操作也简单,10,2026-01-18,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,挺好的，新手还在学习中,11,2026-01-18,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,差评,1,垃圾中的战斗机，大家谨慎购买，想清楚再买，买了就不能退，4000打水漂，还不如买台好点的手机去拍照。,50,2026-01-18,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,1星
索尼,ZV-E10,差评,1,刚过价保就降价,7,2026-01-18,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,1星
索尼,ZV-E10,好评,5,各种对比，最后还是选了这款，收到检查了没啥问题，暂时很好，白色比黑色漂亮，拍照还可以，京东比较靠谱，比拼夕夕贵二百块钱无所谓，图个安心，而且还送了套子，内存卡。,80,2026-01-17,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,非常好，值得购买，下次还会继续购买，点赞,20,2026-01-17,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,非好吃，值得信赖，下次还会继续购买，点赞,20,2026-01-17,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,"首先京东平台购物，物流速度就是杠杠的，总是第一时间发货到货
对相机没有概念，在小红书上面搜索对比的，这款是特别多推荐的新手相机，性价比高，性能好，女儿超级开心满意，推荐推荐",86,2026-01-16,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,重量轻便，很方便携带，出片清晰。,16,2026-01-16,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,小巧便携可换镜头价格还便宜，是我现在最常用的相机,24,2026-01-16,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,4,买来送人的，同时下单，但是镜头和机身还是分开到货的，颜值还是不错的，现在虽然手机拍照效果已经不错了，相机还是有他存在的价值的,62,2026-01-15,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,4星
索尼,ZV-E10,好评,5,第一款相机，爱死了，我爱索尼,14,2026-01-15,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,品质稳定，做工优良，服务好。,14,2026-01-14,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,"产品包装：包装严实，挺好的
成像效果：拍照 录像画面都还蛮舒服的",32,2026-01-14,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,"外形外观：小巧很适合女孩子使用
成像效果：拍照 录像画面都还蛮舒服的",34,2026-01-14,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,质量好，价格低，这性价比没谁了。物流飞速，商家服务优质，售后让人放心，强烈推荐！强烈推荐这家店的商品，物美价廉，质量可靠。物流快，商家服务好，售后有保障。质量好，价格低，这性价比没谁了。物流飞速，商家服务优质，售后让人放心，强烈推荐！强烈推荐这家店的商品，物美价廉，质量可靠。物流快，商家服务好，售后有保障。质量好，价格低，这性价比没谁了。物流飞速，商家服务优质，售后让人放心，强烈推荐！强烈推荐这家店的商品，物美价廉，质量可靠。物流快，商家服务好，售后有保障。质量好，价格低，这性价比没谁了。物流飞,250,2026-01-13,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,在网上还是实体店看了好长时间，最终选择了这款。出门旅游还是孩子上学，带着很方便。画质清晰，噪音小。,49,2026-01-13,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,1. 东西收到啦，质量超出预期，细节做得很到位，性价比超高，真心推荐给大家！  2. 物流速度绝了，包装严实没有破损，实物和描述一模一样，用着很顺手，会回购！  3. 这款真的太好用了，做工精细，颜值也高，用了几天体验感满分，闭眼入不亏！,119,2026-01-12,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,还不错，很新，全新正品，对焦速度也很快,19,2026-01-12,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,小巧可爱，方便携带。,10,2026-01-11,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,保修制度不够好，,8,2026-01-11,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,最近出门朋友看到我穿这件都来找我要链接🔗！不管是出门玩还是平时穿都超合适，做工细节也蛮讲究🔍，强烈安利你们买！,55,2026-01-11,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,差评,1,此用户未及时填写评价内容,12,2026-01-11,阳光好的时候比较出片，室内拍照不好看。售后很差，充电线充电器没到三个月就坏了，充不了电，联系客服说没售后。,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,1星
索尼,ZV-E10,好评,5,全是淋巴肉,5,2026-01-11,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,哈哈。我终于买到了！眼馋了好久！卖家很给力回话速度很快！生意兴隆哦好产品、好品质、好服务，宝贝确实值这个价钱，在这给商家点个赞,63,2026-01-10,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,此用户未及时填写评价内容,12,2026-01-10,这个商品标记是京东自营的，但是客服给我打电话说他是商家，我也不知道这个到底是不是自营，理解不了自营的概念，大家可以参考,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,相机很好用拍出来照片清晰,12,2026-01-10,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,"纠结好久，终于入手索尼zve10套机，只能说这波真的没选错！
它的颜值很高，小巧精致，机身轻便，出门随手塞进包里毫无负担。屏幕能270度翻转，自拍、 低角度拍摄都轻松搞定。而且按键布局合理，操作简单易懂，对于我这种摄影小白来说，上手毫无压力。",121,2026-01-08,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,还可以吧，毕竟价格在那里，入门机,16,2026-01-08,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,优良的品质，扎实的质量，让这款商品成为了我的心头好。购物非常愉快，商品实惠又耐用，质量有保证。物流迅速，商家服务贴心，售后无忧。,64,2026-01-08,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,差评,1,二代镜头买了没几天就降价 还不能申请价保 建议去其他平台比价后购买,33,2026-01-08,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,1星
索尼,ZV-E10,好评,5,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,62,2026-01-08,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,孩子说很喜欢  很好,10,2026-01-07,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,这款相机真是太棒了！我最近用它拍了很多照片，每一张都清晰得让人惊叹。无论是风景还是人物，细节都能完美捕捉。而且，相机的操作也非常简单，即使是第一次使用也能很快上手。上传照片到电脑上也特别方便，传输速度很快，画质一点也没有损失。总的来说，这款相机真是太值得购买了，强烈推荐给大家！,139,2026-01-07,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,"一直心心念念想拥有一台属于自己的相机拍自己想拍的手机已经满足不了,一旦有了想拥有的想法迟早都会拥有哈哈，最开始一直想要买富士相机，最近的小金库有限网但实在特别想有台相机选择zve10k.",93,2026-01-07,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,非常棒👍🌹👍👍🌹👍👍,10,2026-01-07,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,总体不错，不过可能机型较老，拿到手电池是没电的，可能会影响电池容量和寿命,36,2026-01-07,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,这个相机可以 现在换了新的镜头,15,2026-01-06,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,东西拿到了，完好无损的,11,2026-01-06,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,机身轻巧便携，侧翻屏和优秀麦克风为vlog拍摄带来极大便利。新升级的16-50mm二代套头画质比预期好，电动变焦平滑顺滑，OSS防抖让手持拍摄更稳定。对焦速度极快，产品展示功能特别实用。,93,2026-01-06,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,"高颜值挺好看
其他功能还没学习，等开机后拍照看看效果",26,2026-01-06,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,公司抽奖用，质量不错，京东送货非常快。,19,2026-01-06,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,京东配送的第2天就到了，物流速度依旧很快是索尼官方正品，并且赠送了赠品，非常好用，还是选择在京东上购买的这一款相机 五星好评,62,2026-01-05,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,是正品！相机是全新的！黑色特别有质感，喜欢😍,22,2026-01-05,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,确实挺不错的不错不错,10,2026-01-05,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,对比了很久还是选择zve10，对焦比我的m2好很多，还轻便。,30,2026-01-05,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,特别流畅 电池嘎嘎耐用 出去玩两天 都用不完 就是省电还轻便 必须点赞嗷 嘎嘎板正 嘎嘎好使用老铁  就用就完了 直接没毛病,62,2026-01-05,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,是朋友推荐买的，朋友的拍照看起来还行，但是很离谱，买完之后一直在降价，目前降了快300块！太不保值了！,51,2026-01-04,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,买给女儿用，很喜欢。,10,2026-01-04,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,索尼这款相机真的是便携党福音！机身小巧轻便，揣进小包毫无压力，日常扫街、记录生活超合适。成像画质在便携机里很能打，色彩还原自然，对焦也快准狠。搭配可爱的米奇装饰配件，颜值直接拉满，既是实用的摄影工具，又能当精致的桌面小摆件，太爱了,115,2026-01-03,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,好评,5,质量出色，价格美丽动人。物流很快，商家服务周到，售后完善！,29,2026-01-03,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,5星
索尼,ZV-E10,差评,1,新机连个基础内存卡都没有！！！,15,2026-01-03,,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,1星
