品牌,型号,评分分组,评分,评价内容,评论字数,时间,追评内容,页面标题,评价星级
佳能,R50,好评,5,相机颜值很高，收到后按照网上的教程开箱验机都没问题。拍照模式多种可选，不同场景日常足够用，自动模式无论人像还是风景效果都很不错，不需要怎么调整参数直接按快门就可以，机顶带有闪光灯，晚上或者光线暗的地方也没问题，屏幕触控操作方便🥰,114,2026-02-24,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,佳能R50，完全没失望！菜单简洁易懂，很快就能上手，自动模式也能拍出好看的照片。机身超轻便，女生单手握持无压力，出门逛街、旅行揣包里毫无负担。Wi-Fi传图超快，就是对我这种小白还在学习中,94,2026-02-24,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,佳能R50小巧轻便，新手易上手，对焦快画质好，直出色彩自然，旅拍日常都很合适。,39,2026-02-24,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"女朋友真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物这质量真是太意外了，实物美美哒，触感很好，很推荐哦~
外形外观：黑色真的特别好，外观好看，适合女生。",100,2026-02-24,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,一直想买相机，对比很多最终还是选择了r50，新手小白也能快速上手，机身小巧好看！,40,2026-02-24,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,此用户未及时填写评价内容,12,2026-02-24,拍人像很好看，很出片,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,非常轻便的一台R50，很小巧玲珑，适合女生拍摄，家用足够，如果是专业摄像就得往上走，整体颜值高。,48,2026-02-24,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,纠结很久入手佳能R50，完全没失望！机身轻巧，长时间手持不累。对焦精准，抓拍孩子、宠物都不糊。人像肤色通透，不用修图也能直接发朋友圈。菜单逻辑清晰，几分钟就能上手，套机焦段实用，日常记录、旅行、Vlog全覆盖，入门微单首选，物超所值！,117,2026-02-23,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"产品包装：包装非常时髦好看
外形外观：外观小巧，适合户外携带
成像效果：拍照效果很好，自带的算法是不错的加分项
反应速度：单拍响应也非常迅速。
推荐大家，非常喜欢",81,2026-02-23,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,这款相机质量非常好，外观小巧轻便，携带方便。成像效果清晰，色彩自然，对焦迅速准确，日常拍照完全够用。操作简单，新手也能轻松拍出好看的照片，性价比很高。包装严实无破损，发货速度快，客服态度好，有问必答。整体使用下来非常满意，值得推荐购买！,118,2026-02-23,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,质量非常好，与卖家描述的完全一致，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实。物流公司服务态度很好，运送速度很快，很满意的一次购物！质量很好，希望更多的朋友信赖。,91,2026-02-23,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,不得不说，这款相机的表现有点惊艳哦！😍,19,2026-02-23,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,相机使用简单，拍照特别清透，推荐推荐,18,2026-02-23,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,物流速度超快！前一天下单第二天就送到了，款式轻便，适合带出门到处拍拍拍，带上它轻松给旅行搭子出片！想入手的朋友赶紧下单啦！,61,2026-02-23,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,外观小巧便携，握持感舒适。画质出色，色彩还原精准，4K视频拍摄表现优秀。对焦快速且准确，操作便捷，是一款适合入门和进阶摄影爱好者的相机。,68,2026-02-23,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"产品包装：包装很严实
成像效果：和之前租的一样
便携性能：挺轻便的",33,2026-02-23,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,很好用，不错，新手慢慢来，从简单开始练起,20,2026-02-22,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,拍照清晰色彩自然，操作简单上手快，日常记录生活神器，性价比超高很满意！,35,2026-02-22,此用户未填写评价内容,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,第一次购买相机，选的这款，对小白友好，自己稍微摸索就能拍出好看的照片，机身也很小巧轻便，适合出去玩随身带，推荐推荐,57,2026-02-22,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,这款相机性能真的很不错，拍照效果很清晰，色彩还原度也很高。无论是日常拍照还是旅游拍摄，都能满足需求。操作界面简单易用，即使没有专业基础也能快速上手。相机的夜景模式表现也很优秀，光线不足的情况下依然能拍出清晰的照片。整体来说，性价比很高，非常推荐入手。,125,2026-02-22,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,这款相机特别漂亮 也非常轻便 拍摄效果不错 挺满意的,26,2026-02-21,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,很不错，拍照很清晰，很有质感，是正品。,19,2026-02-21,佳能是大品牌，值得信赖，质量好，拍出来的照片很清晰，五分好评，值得拥有。,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"📷这款相机颜值在线，质感十足，拿在手里很有分量感！✨
📸成像清晰细腻，色彩还原度很高，拍出来的照片很真实～🌈
💼机身紧凑轻便，外出携带毫无压力，单手操作也很顺滑👌
📦包装严实，物流飞快，配送员服务贴心周到，全程体验满分🚀
🌟真心推荐给摄影爱好者，值得入手！💖",129,2026-02-21,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"拍出来超清晰，赞赞赞！
看了好久下单的相机入手不亏",25,2026-02-21,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,特别喜欢的一款入门相机，对于摄影初学者来说还是值得推荐的，性价比非常高，使用简单方便满足我的各种需求，京东直营商城购买产品的质量有保证，非常满意！,73,2026-02-21,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,东西收到以后马上查看，发现与图片描述一致，超级喜欢，卖家发货速度很快，服务也很到位，给老板点个赞，下次还会来购买！心心念念的相机！,65,2026-02-20,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,心心念念的r50果然很惊艳，拍人像太美了，机身小巧轻便，对焦很ok，屏幕触控也很灵敏，色彩还原很棒，准备明天出门遛一圈试试效果,63,2026-02-20,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,拿回来迫不及待地组装使用啦！种草很久了！买了小痰盂镜头，非常开心。照片还是要拿到美图秀秀调滤镜才敢发朋友圈。因为要再次磨皮，但是拍人像真心不错。,72,2026-02-20,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"相机佳能r50
颜值超高，女孩子都爱这种白色的，我也是第一次买相机，还在研究中，冲着好评，热度买的，先研究一下但是确实很好看，上手很快，安装很方便确实不错",77,2026-02-20,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,佳能相机一贯的好，机器小巧精致，画面清晰，还能录用后 vlog，而且赠品非常丰富，买完后直接使用，无需再购买配件，会推荐给朋友!,64,2026-02-20,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"1. 佳能相机颜值高、操作简单，人像直出超好看，色彩自然，新手也能轻松出片，太满意啦！
2. 做工精致、轻便好带，对焦快又准，拍照录像都清晰，日常记录氛围感拉满，性价比绝了！
3. 正品保障，画质细腻，肤色通透好看，Wi‑Fi传图方便，随手拍都是大片，强烈推荐！",131,2026-02-20,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,相机颜值非常高超级喜欢，心心念念了好多年终于买了。操作方便简单，在京东买电子产品有保障省心省事。京东值得信赖！,55,2026-02-20,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,轻巧便携，画质出色，搭载智能引导功能。对焦快速精准，新手也能轻松拍出高颜值照片，旅行vlog好搭档。,50,2026-02-19,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,小姐妹买的也是这款，特别喜欢这个白色，这款相机关注了很久，终于入手了。质量也轻。挺适合女生使用的，蛮好的。,53,2026-02-19,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"相机颜值很高，轻便好带，送的这个包质量也不
错，装相机很方便合适，黑色无敌，新手慢慢学习拍
照，走入这个拍照记录生活的圈子",61,2026-02-19,此用户未填写评价内容,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,佳能相机一如即往的好，很适合小女孩，轻轻的，一点都不重，赠送的礼物都很实用，送给孩子作为生日礼物，孩子很喜欢，期待成片效果,61,2026-02-19,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,使用方便，小巧好上手，外观也不错，没有瑕疵，看了好久，还是选择了这款，赠品非常丰富。,42,2026-02-18,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,相机拍照好看，相机也轻，出门玩带着方便，放的图都是用相机拍出来的效果,34,2026-02-18,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,黑色款入手超级吸睛，机身轻巧便携，自拍翻转屏➕精准人眼对焦，拍摄和vlog新手闭眼冲性价比拉满的入门微单,52,2026-02-18,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,佳能相机真的非常好用，不仅操作简单，成像效果也特别出色。颜值高，拿在手里感觉很有质感。价格也很合适，性价比极高。总体评价，这是一款值得推荐给摄影爱好者的优质相机，无论是新手还是专业人士都能轻松上手，强烈推荐！,104,2026-02-18,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,微单就是短小轻便 和单反比非常的轻 我觉得性价比还是很高的。操作简单 容易上手 很适合新手小白去使用 是一款很不错的相机,60,2026-02-17,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,非常精巧的相机，儿子心念念了好久，终于拿下了，物有所值👍,28,2026-02-17,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,佳能R50外观小巧玲珑，操作简单，成像效果出色，能满足日常拍摄需求，性价比很高，值得入手.,45,2026-02-16,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,机身轻巧易携带，画质清晰人像好看，操作简单上手快，性价比高，入门微单首选。性能均衡颜值高，对焦灵敏成像佳，便携好用，拍娃拍景都稳，非常适合日常记录。,74,2026-02-16,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,👍全新品，东西很齐全！拍照也超级好看。触屏反应灵敏，可以外接充电，太棒了吧？就是得稍微摸索一下操作方法，不过还是很值得的！💪✨，,64,2026-02-16,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,很适合女孩子小巧精致轻便好用！很喜欢拍照也很好看 很喜欢,28,2026-02-15,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,物流很快，两天就送到了，相机打开看了，也很保真，没有任何瑕疵和问题，买的套餐里还带了uv镜和黑柔滤镜，很喜欢，改天晴天拿出去试试黑柔滤镜,68,2026-02-15,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,镜头里的世界更清晰了✨  成像细腻，色彩还原度高，拿在手里轻巧又稳当～  快递包装严实，物流超快📦💨  拍风景、记录生活都轻松胜任📸💫  值得入手的一台好伙伴👍,80,2026-02-15,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,小巧，方便携带，终于也是用上相机了，也算是圆了年少时期的梦，上学时经常看着那些漂亮的小哥哥，小姐姐用相机心中也很渴望，想着自己有一天也要买一个今天也算是满足了当初的自己！,85,2026-02-14,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,小巧 很适合女生 操作很方便 我完全新手小白 上手很快,27,2026-02-14,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"简单易上手 包装收到货完好没有任何破损
客服也很有耐心教给你如何操作
拍照📸清晰度很高 爱不释手",48,2026-02-14,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,非常满意的一次购物，产品外观和质量都很棒，物流速度快，商家服务专业。不得不夸赞一下，商品不仅价格美丽，质量更是一流。物流超快，商家服务优质，发货速度快，店家包装用心没有破损。客服很耐心，很赞，京东好评,100,2026-02-14,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,货真价实，拍照效果好，挺好看的，比手机拍照好看。很nice。,30,2026-02-14,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,终于入手佳能R50，颜值和手感都在线！机身轻巧便携，出门拍照毫无压力。对焦快准，人像直出肤色自然好看，新手也能轻松上手。三码合一正品，包装严实，物流很快。非常满意的一次购物，推荐给想入门微单的朋友！,99,2026-02-14,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,这款相机性价比真的很高，画质清晰，功能实用，完全满足日常拍照需求。,33,2026-02-14,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,很不错哦，下次还来，有时间了出去多拍拍,19,2026-02-13,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,产品包装非常的严实，相机黑色非常好看，特别适合用来记录生活，期待后续的拍照非常的喜欢。送的配件也很好，满意满意。,56,2026-02-13,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,中评,3,相机小巧轻便，方便携带。操作简单，容易上手；拍摄出来的人物清晰，像素高，画质清晰。赠送的配件多，滤镜有多种，可以切换不同的滤镜，拍摄不同的画面，值得购买，值得推荐。,82,2026-02-13,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,3星
佳能,R50,好评,5,这款产品真的太让人惊喜了！颜值高，质感一流，用起来特别顺手，完全超出了我的期待。每次使用心情都阳光明媚，绝对是物超所值的购物体验，爱不释手，强烈推荐给大家，值得拥有！,83,2026-02-13,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,佳能R50小巧轻便，新手友好，对焦快准，直出肤色佳，4K视频强；无机身防抖、续航正常，适合日常与Vlog入门。,55,2026-02-13,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"1. 佳能相机做工扎实，对焦快又准，人像肤色自然好看，直出效果超赞，新手也能轻松上手，很满意。
2. 画质细腻色彩舒服，操作简单易上手，机身轻便好携带，日常拍照录视频都够用，性价比很高。
3. 成像清晰质感好，对焦灵敏不跑焦，菜单直观好操作，拍照录像都稳定，家用记录非常合适。",138,2026-02-13,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,此用户未及时填写评价内容,12,2026-02-13,相机好用，颜值超级高 而且带出去随便什么日常穿搭也很搭主要是功能也多 简直物超超超超所值,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,刚拿到就拆开来试试，操作很方便，颜值很高，小巧方便，适合拿来拍照记录生活，客服也很给力。,44,2026-02-13,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,外观符合预期，一拿到就拆开来准备使用了，快递保护也很好，赠品超多，客服态度也很好，以后有朋友买就推荐,50,2026-02-13,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,中评,3,买的旅拍套装送老婆，相机货品很棒，老婆很喜欢。套装内包含的东西不少,33,2026-02-13,评星没注意。。5星好评,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,3星
佳能,R50,好评,5,很好看 很小巧 很喜欢东西也很多,16,2026-02-13,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,4,实用性和颜值都非常的赞，我很喜欢，已经第二次买了,24,2026-02-13,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,4星
佳能,R50,好评,5,宝贝收到啦，实物真的好看，价格非常实惠，强烈推荐这款，超级喜欢！,32,2026-02-12,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,佳能R50相机轻巧便携，操作界面直观易上手，对焦迅速精准，连拍和视频性能出色。画质清晰锐利，肤色还原自然，直出色彩讨喜。搭配RF镜头群拓展性强，续航稳定，适合摄影新手或日常记录。综合性能均衡，性价比在同价位微单中优势明显。,111,2026-02-12,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,店家发货很给力，包装的也很严实，相机也很喜欢，拿在手里很轻巧，是我的大玩具，很简单操作，而且电池耐用，拍的照片特别清晰，用佳能拍人像绝绝子！!,71,2026-02-12,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,是我想要的白色，不错，没有失望。,16,2026-02-12,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,很轻便挺好的,6,2026-02-12,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,相机性价比很高，颜值也很奈斯，纠结了很很多款，最终还是选择了佳能EOSR50，大家放心入哈，我直接杯种草了✌️,55,2026-02-12,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,相机很轻便，很适合女生，入门级很够用了，颜值也十分高。,27,2026-02-11,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,已使用几次，非常适合新手，比较喜欢，值得购买。,23,2026-02-11,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
