品牌,型号,评分分组,评分,评价内容,评论字数,时间,追评内容,页面标题,评价星级
尼康,Z30,好评,5,实物与描述的一样，质量相当好，卖家态度也好，有问必答，发货速度杠杠的，值得购买哦,40,2025-12-15,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,买给孩子的，没有看到，孩子喜欢就行，配了2个镜头应该够用了,29,2025-12-15,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,差评,1,退货不给退什么垃圾店，打几次电话都不让退，😤，客服态度也不咋地🙄，这次购物体验真的差强人意💔,46,2025-12-15,京东客服完全不理，哪有这样店，迟早关门,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,1星
尼康,Z30,好评,4,用着还可以，很轻，出门携带很方便，拍的效果也不错，就是京东这个国补太恶心人了，价格混乱，一会一个价，说着保价，但是利用国补优惠规避保价。,68,2025-12-14,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,4星
尼康,Z30,好评,5,看了许久，最后被拍月亮的图片打动果断入手，买回来发现都是后期修图😂，这可咋办啊，有没有大神给指点下，不想放在角落吃灰。,59,2025-12-14,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,"产品包装：完好无损
外形外观：好看
成像效果：非常清晰
反应速度：很快",35,2025-12-14,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,京东发货超神速，尼康Z30真机轻巧好握持！直出画质清晰通透，眼部追焦超精准，翻转屏自拍超方便，新手也能快速上手，日常记录和旅行拍摄都够用，性价比拉满！安全下车尼康z30双镜头套装，感谢尼康感谢京东物流,100,2025-12-14,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,"z30+zdx1228和我的荣耀90pro（2亿像素）高像素模式比：光线好的情况下分辨率、暗部细节、优化算法、超广角范围、随手拍便携性都不如荣耀，曝光略欠，jpg直出远不如荣耀讨喜。但是，可玩性就远超荣耀了，两者完全没有可比性，老手基本上任何情况下都可以最终给到你你想要东西，在不算太累赘的前提下，让我找回了当年f100的感觉。
非专业职业人，dx足够了，回想机械年代，出门相机+镜头+其它，沉甸甸一个包，累赘又麻烦，其实带不回多少片子，如今最多一个小小包或直接挂着拎着，啥也一样干感觉，非常棒！",248,2025-12-14,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,新手入门，新手入门，新手入门，希望物有所值，希望更多国内品牌好相机，质感还行，拍的也还行，用用看看看看看看看看看看看看看看看看,63,2025-12-13,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,产品包装：收到快递包装完好，内物填充也保证相机运输很安全    外形外观：翻转屏好评，非常深的握柄好评，前后拨轮和各个大部分按钮位置，都能让右手一只手掌控，好评    反应速度：设置里可以提高对焦速度    便携性能：拿在手里非常小巧一只手可以快速拍照    其他特色：京东送的相机包也不错完全够用,149,2025-12-13,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,挺好的，刚刚到。就是冬天买的朋友，快递来时先让他适应一下室温，不然镜头和cmos会起雾，但也没大事儿，静置一会儿就好了。总的来说没啥大问题。,70,2025-12-13,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,东西收到以后马上查看，发现与图片描述一致，超级喜欢，卖家发货速度很快，服务也很到位，给老板点个赞，下次还会来购买！嘎嘎好，推荐购买,65,2025-12-13,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,想买之前，要考虑清楚，买单镜头还是两个镜头，我买一个的，追悔莫及。想再买一个长镜，差价一千个大洋。相机还行，轻便，清晰,59,2025-12-13,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物商品价格美丽，质量优秀。物流快捷，商家服务热情，售后服务周到。,78,2025-12-13,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,尼康Z30相机使用体验非常出色，轻便易携带，适合旅行拍摄。,29,2025-12-13,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,💌收到立马打开看了一下，非常不错，质量超好，颜值又高😘，推荐推荐🉑,33,2025-12-12,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,东西很不错，值得入手购买，不要犹豫直接下手就行,23,2025-12-12,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,差评,1,此用户未及时填写评价内容,12,2025-12-12,买完就降价了，还不保价，问就是没降,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,1星
尼康,Z30,好评,5,🌟这款相机真的太棒了！防抖效果超稳，拍照清晰到爆💥，换镜头也特别方便，轻便又实用✨。快递包装很用心，送货速度飞快🚀，配送员服务态度也超好😊。整体体验满分，强烈推荐！👍👍,84,2025-12-12,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,差评,2,居然有异物，大失所望,10,2025-12-11,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,2星
尼康,Z30,好评,5,尼康 Z30真的是入门党和 Vlogger 福音！400多克机身超轻便，揣兜就能带出门。2088万像素直出色彩惊艳， AI 对焦快准狠，人脸、宠物追踪超靠谱。翻转屏自拍超方便，4K视频+防抖功能，弱光环境也能拍清晰。操作简单易上手，颜值还高，记录生活、创作短视频都超给力，性价比拉满！,142,2025-12-11,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,差评,1,"一。千万别信保价，根本不保价。
二。一开始购买页面显示送150张像素蛋糕，现在问客服要。又说领取时间截止了。纯坑人。拿用户当傻子坑。
多多避坑吧",72,2025-12-10,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,1星
尼康,Z30,好评,5,官方正品有保障，很推荐大家购买成像外形都非常可以，是正品，拍起来也非常的好看，外出拍拍景推荐真的非常好用，以后可以再买一个大镜头,64,2025-12-10,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,"人们的眼神聚焦在哪里，哪里就是热点，大部分人不会关心这个事情的本身，是否符合逻辑，造成现在各大平台摆拍，试图制造热点，不会或者很少的人去关注这个事件本身会带来什么样的后果。流量就是后果，前两年特别流行的那一句“黑红也是红”然后出现了一种现象，所有的爆料只要不是触犯到法律，那么合不合呼道德就无所谓了，道德会给我带来什么经济效益么？不会，那么我在乎这个干什么，在互联网上各种发疯，各种抽象学派的诞生，可能也是映射了那句“黑红也是红”
开始慢慢研究怎么拍了",226,2025-12-08,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,老婆，很喜欢，我也很喜欢,12,2025-12-08,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,终于买了想要很久的尼康，拍风景确实很锐，希望自己能用好它吧🤗,30,2025-12-08,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,东西不错，价格也还行。,11,2025-12-08,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物东西质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。,141,2025-12-08,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,Z30就不用多说了吧，对于入门初学者且喜好拍自然风景来说，是不错的。目前用起来还可以，还在摸索学习中，产品本身质量，质感还是挺不错的。,67,2025-12-07,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,"在京东的购物体验一如既往地让人满意！物流速度真的没话说，下单后第二天就收到货，快递小哥服务态度很好，送货上门还主动提醒验货，非常专业。包装也很用心，防震泡沫和加固纸箱确保商品完好无损，细节做得很到位。
这次购买的商品质量超出预期，做工精细，功能齐全，使用起来非常方便。价格比线下店划算不少，还赶上了优惠活动，性价比超高！京东客服的服务也很赞，咨询问题时回复迅速，态度亲切，问题解决得很及时，购物全程无忧。
京东自营的商品品质有保障，售后无忧，电子发票自动发送，省时省心。整体购物体验非常流畅，从下单到",250,2025-12-07,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,尼康Z30真的是入门党和Vlogger福音！400多克机身超轻便，揣兜就能带出门。2088万像素直出色彩惊艳，AI对焦快准狠，人脸、宠物追踪超靠谱。翻转屏自拍超方便，4 K视频+防抖功能，弱光环境也能拍清晰。操作简单易上手，颜值还高，记录生活、创作短视频都超给力，性价比拉满！,138,2025-12-07,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,非常不错！性价比高，还在学习摄影中,17,2025-12-06,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,可以呢，很轻，带着很便携，拍照用着很顺手，希望拍照技术能有所长进，买的双套头。就是光圈比较小，后面需要拍人像的话，在入手个打光定。,65,2025-12-05,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,只能在你自己在家睡觉睡觉就睡觉睡觉,17,2025-12-05,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,目的是送人，所以目前只进行过拍照测试，视频功能未使用，使用体感不错，按键的体验可以，体积适合轻松出行，菜单清晰明了价格适合新手体验。,66,2025-12-05,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,刚拿到就看到外包装破损了，当着快递员面拆开了，里面还好，检查完了还可以，暂时没发现什么问题,45,2025-12-05,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,非常值得购买，全新正品,11,2025-12-05,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,效果还可以,5,2025-12-05,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物这质量真是太意外了，实物美美哒，触感很好，很推荐哦~,73,2025-12-05,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,相机很完美，性价比超高,11,2025-12-04,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,差评,1,出于对京东的信任，收货的时候没有注意，就收货了，后面发现CMOS内部有裂痕，没有及时反馈，后面有时间了，客服说过了退换货时间了，然后还说不属于质量问题，还质保一年，这不算质质量问题吗？我都没怎么用过几次，哪位反馈一下，这到底属不属于质量问题，我可以走官方检测，我都没有怎么磕怎么碰过，对吧，本身这玩意又贵，谁愿意拿去磕碰的，想买相机的绕路吧，去官方，这边不靠谱，那图片上面那一杠就是长度，我买的时候是九十月份，光线又强，这是真没发现，后面发现了又没时间去反馈。又不是专业的，这谁会去仔细去研究CMOS,250,2025-12-04,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,1星
尼康,Z30,差评,1,尼康国内销售手段真是恶心到不行，过了保价期就降价，真给品牌掉价，你看看谁家相机双十一都过了又便宜200，说不定等哪天可以买鸡蛋送了,65,2025-12-04,这个相机的京东自营品质看评论区也就那样，在小红书里找官方指定销售商更便宜也靠谱，比在京东买完降到pdd价格强,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,1星
尼康,Z30,好评,5,机器颜值很高，拍照效果也不错，双镜头这个价格也很划算，加上国补比二手的都便宜了,39,2025-12-04,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,"对于初学者来说，这款相机够了呢。
刚开始确实不大会用，是买了之后才开始研究怎么使用的。
后续可以添置些镜头。
另外买了一块电池和内存卡，
换镜头挺方便的，拍视频也比较流畅。",86,2025-12-04,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,差评,1,包装来的时候都是烂的，相机盒上面戳个洞，双十一一过就降价200😓保价就是笑话,38,2025-12-03,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,1星
尼康,Z30,好评,5,机身轻便小巧，揣兜里出门无压力，对焦快且准，日常拍景拍人都够用，套头画质也很能打。操作简单易上手，新手友好，性价比超高的入门微单~,65,2025-12-03,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物这质量真是太意外了，实物美美哒，触感很好，很推荐哦~,73,2025-12-02,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,差评,1,刚过价保就降价,7,2025-12-02,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,1星
尼康,Z30,好评,5,对焦很快，对焦模式有自动也有手动，无论是新手还是有基础的人都很友好。画质很清晰，选择精细画质分辨率可以达到4K以上，细节清晰。各种摄影参数都可以调，很适合新人学习摄影。,84,2025-12-02,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,不得不说，拿到东西的时候真的超级喜欢啦，好漂亮,23,2025-12-01,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,用实拍图来展示18-140镜头的微距实力，对静止的拍花和微距不错，打鸟不能太远，够用便携。,45,2025-11-30,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,太棒了这个 z30 天天拍,13,2025-11-29,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,终于收到心仪的尼康Z30微单套机了！机身真的轻巧，350g的重量带出门毫无压力。双镜头组合很实用，从日常到远摄都能覆盖。菜单对新手特别友好，上手很快。政府补贴后性价比超高，比预算省了不少。拍摄画质清晰，续航也不错，适合旅行记录生活。自营物流速度快，包装完好。总体非常满意，值得推荐给想入门微单的朋友！,150,2025-11-28,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,"📸这款相机真的太惊喜了！外观精致，手感一流✨
📷镜头清晰度超乎想象，拍照细节满满🌟
📦包装严实，快递速度飞快，配送员服务贴心🚚
👍整体体验满分，强烈推荐给摄影爱好者！🎉🎉",85,2025-11-28,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,新手上路，朋友推荐这款，使用非常体验感好。,21,2025-11-28,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,材质结实，手感好，很得劲，物流也快，性价比很高，值得购买是理想中的产品💖，质量不错，物流也很快，值得点赞！,53,2025-11-27,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,太帅了，很出片，适合新手,12,2025-11-27,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,终于拿下了，早买早享受，出门可以拍拍拍，哈哈哈哈哈太棒了，正好赶在出门前拿到，京东下单就是快，顺便买了配件，第三天直接出门就派上用场了,67,2025-11-27,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,这款产品真的太棒了！对焦迅速，操作简单易上手📱✨，携带轻便又实用🎒💡，功能丰富满足日常所需🔧🌟。整体体验非常满意，值得入手👍🔥～～,65,2025-11-26,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,尼康Z30是一款非常适合新手和旅行拍摄的微单相机。机身轻巧便携，长时间手持拍摄也不会觉得累，很适合外出游玩时随身携带记录美好瞬间。画质表现出色，无论是拍摄风景还是人像，都能呈现出清晰细腻的画面效果。对焦速度快且精准，抓拍动态场景时也能轻松应对。操作简单易懂，即使是摄影新手也能快速上手，轻松拍出满意的照片。整体来说，这是一款性价比很高的相机，值得入手。,176,2025-11-26,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,4,方便携带，性价比高，物美价廉,14,2025-11-25,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,4星
尼康,Z30,好评,5,相机清晰度还可以，用起来简单快捷,16,2025-11-24,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,"产品包装：好
外形外观：好看
成像效果：不错
反应速度：快
相机双十一买性价比高，喜欢拍照的入",47,2025-11-23,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,入门级的相机里算是性价比很高的一款，拍照很出片，就是拍人像需要摸索摸索自己学着调参数，很不错,46,2025-11-23,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,差评,1,看图看视频，真糟心.已申请换货,15,2025-11-22,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,1星
尼康,Z30,好评,5,效果好，外形美观,8,2025-11-22,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,太喜欢这个相机了，这是我拍到的照片,17,2025-11-21,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,终于购买到了这款价格合适的相机，丞相也很漂亮。方便入手，卖家发货很快。第二天就收到了，相机重量适中，适合男生女生以及大一点的孩子使用。,67,2025-11-21,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,"便携性能：很好，轻巧
外形外观：很漂亮
其他特色：拍照挺好看的",31,2025-11-21,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,这款相机手感很棒，拍照清晰稳定，外出拍摄超方便📸！操作简单易上手，视频录制也很流畅🎥。快递包装严实，配送速度快🚚，整体体验非常满意～～,67,2025-11-20,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,作为摄影小白，这台相机真的太友好了。机身非常轻巧，带出门毫无压力，握柄处手感却很扎实。画质完全超出我的预期，拍出来的照片很清晰，色彩也好看。对于想入门学摄影或者的朋友来说，这绝对是个不会后悔的选择！,99,2025-11-20,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,整体来说还是很不错的，店家服务态度很好，而且质量也很好，操作简单，功能够用，像素清晰，整体来说还是很不错的，店家服务态度很好，而且质量也很好，操作简单，功能够用，像素清晰,85,2025-11-20,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,这款相机对焦超快，拍视频流畅稳定，重量轻巧便于携带，防抖效果也很出色。快递包装严实，送货速度快，配送员服务贴心，整体体验非常满意👍📸✨✨,68,2025-11-20,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,相机很好，质感很棒，,10,2025-11-20,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,入门党和Vlogger福音！机身超轻便，揣兜就能带出门。2088万像素直出色彩惊艳，AI对焦快准狠，人脸、宠物追踪超靠谱。翻转屏自拍超方便，4K视频+防抖功能，弱光环境也能拍清晰。操作简单易上手，颜值还高，记录生活、创作短视频都超给力，性价比拉满！,124,2025-11-19,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,双十一性价比很高，本来看zfc套机，更划算，但是不如双镜头套机实用，最终在颜值和实用中选择了实用，z30虽然不是复古设计，但是也挺好看的。,69,2025-11-19,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
尼康,Z30,好评,5,"双十一看着优惠不少，就狠心入手了这款入门级相机。第一触感觉得挺好的，手感舒适有质感，没有塑料感。
没有取景器，但放入口袋更轻松，屏幕够清晰，适合像我初学者这样的需求。不过相机买来要好好学习，不像手机买来就能用，这个买来发现还有一堆东西需要买，电池很不给力，感觉开机1小时多，电就见红了。",143,2025-11-19,,【尼康Z30】尼康（Nikon）Z30 16-50mm f/3.5-6.3VR微单套机 自拍模式 入门级微单 可翻转显示屏【行情 报价 价格 评测】-京东,5星
