会员,级别,评价星级,评价内容,时间,点赞数,评论数,追评时间,追评内容,商品属性,页面网址,页面标题,sku,好评度,评价关键词,评论类型,该类型评论数
LZH8325,,5星,价格很实惠，性价比很高，算是平价好物，会回购的这款商品的质量真的很棒！外观时尚，内在实用，而且质量过硬，太喜欢了！包装非常结实，东西保护得很好，值得好评,2025-09-30,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***5,,5星,富士相机真的很适合不从事摄影工作的人 富士的色彩能让普通人省去很多后期的时间 比起其它相机 富士相机更容易让人找到摄影的自信 富士的cc和**滤镜省去了大量的后期,2025-11-02,2,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
M***n,,5星,富士相机外观精致，便携性强，非常适合旅行摄影。使用富士相机感觉非常专业，色彩表现丰富，画面层次感强。富士相机操作简单，功能实用，对于摄影爱好者来说是个不错的选择。,2025-09-08,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
O***7,,5星,富士XM5延续经典复古设计，轻便易携。画质细腻，对焦精准，弱光表现稳定。胶片模拟色彩自然，直出效果惊艳。触屏操控流畅，机身按键布局合理。适合街拍与日常记录，兼顾颜值与实用性，是一台让人愿意随身携带的可靠相机。,2025-05-23,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
吞***慢,,5星,终于抢到了这个X M相机称为附加前进了，目前还在摸索阶段，小白对于自动挡的拍照效果已经很满了，希望可以解锁更多档位的拍摄，后面还会想要再换个X C 30 F二的镜头，目前这个药物色的镜头感觉还可以,2025-06-23,,1,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
g***7,,5星,富士X-M5太适合日常记录了！机身轻巧便携，挂一整天毫无负担。20种胶片模拟直出氛围感拉满，AI对焦抓拍超准，新手也能轻松拍出朋友圈爆款。,2025-10-25,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***y,,5星,携带超级方便 小小一个 也不重 带出门非常方便 富士新的滤镜也都有 成像效果不错的 包装很好 赶上618活动还送了相机包 蛮好看的,2025-11-12,,1,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
凸***心,,5星,终于买到了心仪已久的相机，外观大气，银色特别好看。质感非常好。拍出的照片好清晰，就是需要学习一下怎么能拍出更好的照片。物流很快，送货上门。包装没有破损,2025-09-25,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
路***至,,5星,送人了，朋友很喜欢。非常好看的一款相机，复古造型非常有格调，挂在身上外出旅行非常方便和衣服也很搭。期待出片，祝各位买到的都能拍出好片。,2025-10-30,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
l***i,,5星,"相机真的太让人心动了！首先
它的外观设计复古又精致，握在手里很有质感
操作按钮布局合理，上手特别快。性能方面，搭
载了与高端机型同款的传感器，画质细腻，色彩
还原度极高，尤其是富士独有的胶片模拟模式，
直出照片就很有氛围感。对焦速度也很快，抓拍
运动物体完全没问题。机身自带五轴防抖，手持
拍摄也能出片。续航能力比前代提升了不少，外
出拍摄一整天都不用担心没电。总的来说，富士
XS20是一款颜值与实力并存的无反相机，无论是
摄影新手还是进阶玩家都值得拥有！",2025-09-11,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
K***k,,5星,终于被我买到了这款富士XM5银色15-45套机啦！还送了一个超大的束口袋，银色真的非常好看，但也很容易掉漆..非常小巧便携的一款相机！,2025-10-29,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
S***B,,5星,很漂亮很漂亮的机器 很小巧 搭配一个小镜头就能揣裤兜里随时出门拍了 很不错 而且配置也没有很拉垮 黑色的外观也真的好好看 富士入门的完美机器,2025-05-07,1,3,,,黑色机身,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***王,,5星,富士xm5真的是太棒了，拍出来的照片简直就是大片！色彩鲜艳饱满，细节清晰可见。而且操作起来也非常方便，一键式菜单设计让我轻松上手。性价比超高，绝对值得入手,2025-09-09,,3,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
不***遥,,5星,富士相机真是我的心头好！它的画质清晰，色彩还原度极高，不管是抓拍动人瞬间还是记录美好风景，都能轻松胜任。轻便的设计让携带变得无比方便，电池续航也很给力，长时间拍摄不在话下。非常推荐给热爱摄影的朋友们！,2025-05-24,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
敖***货,,5星,"产品包装：包装严谨，到货没有损坏

外形外观：外观大气，看起来就很好
成像效果：效果出众，特别是拍人像，风景，出片效果很好。家人特别喜欢，
便携性能：携带非常方便。",2025-08-08,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***k,,5星,终于买到了银色款富士XM5相机！还是15-45mm镜头的套机，送了束口包，还是原价。用起来感觉真的很小巧，重量很轻快，滤镜好看,2025-10-29,,1,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
超***菜,,5星,富士XM5真的是我的心头好！仅355克，小巧轻便，揣兜里就能走 ，复古外观颜值超高。2610万像素传感器搭配X-Processor 5处理器，画质超赞，色彩还原度高 。20种胶片模拟模式超绝，直出片就很有氛围感 。拍视频能6.2K 30帧内录，还支持4K 60帧和1080P 240帧升格 ，内置3麦克风，收音清晰。新手友好，老手也能玩出花样，入手不亏！,2025-07-12,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
超***X,,5星,"收到货了，这款相机款式很好看，包装完好，拍照清晰，外形感觉很复古，携带方便，这是帮朋友买的第二个了，
京东物流很给力，自营店品质有保证，下次还会光顾！",2025-09-03,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
苏立峰,,5星,哇哦，真的很厉害，自己能抢到原价，这款相机非常合适我，价格不贵，性价比很高，相机大小合适，拿到手上很舒服，相机功能也很好，值得推荐,2025-10-18,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
别砍我单行吗,,5星,富士相机以色彩科学和胶片模拟功能著称，用户评价其直出照片色彩鲜艳、质感丰富，无需后期处理即可获得艺术效果。真的完美无暇无可挑剔的！,2025-10-17,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
呦呦嘿咻1,,5星,复试的这款相机已经相中了好久了之前看一直都没有货然后这次突然惊东有安排补货所以就果断的入手选的颜色的这一款颜值非常的高.,2025-11-11,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
可杰杰,,5星,相机收到货了，颜值没得说，很喜欢银色加黑色，像素特别清晰，之前一直用手机拍照，跟这个真的没法比，反应速度快，不卡顿，相机大小正好，方便携带，很满意,2025-09-09,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
J***哥,,5星,"富士X-M5（应为**X-T5**，假设笔误）是一款旗舰级APS-C微单，搭载4020万像素传感器与X-Processor 5，画质细腻，高感出色。7档机身防抖、6K 30P视频、19种胶片模拟，性能全面。复古机身设计，双SD卡槽，兼顾专业与便携。缺点是屏幕仅侧翻，追焦稍逊全画幅。适合追求高解析力与富士色彩的摄影爱好者或创作者。

（若指其他型号请补充说明。）",2025-06-11,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
K式Kisss,,5星,相机很轻巧！方便实用 物流速度很快 第二天就到了 ！包装的很完整 很喜欢 滤镜超级好看！！就是有点抠充电器都不送！！呜呜,2025-11-04,,1,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
p***-,,5星,终于买到了想了好久的相机📷，收到非常小巧，加上手柄后手感很不错，掌柜的服务态度真好，发货很快。商品质量也相当不错。太喜欢了，谢谢!宝贝收到了，非常满意，以后再来。这已经被列入我的无限回购清单！,2025-05-24,,1,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***星,,5星,新相机到手，迫不及待试拍！成像效果惊艳，细节丰富，虚化漂亮。按键布局合理，上手很快。对得起这个价格，非常满意的一次购物！,2025-11-02,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
stevewobs,,5星,京东双十一期间购买，前一天抢购，隔天就送货上门，快递外包装包裹的很好，相机包装没有破损。相机是全新未拆封的，赠送的束口袋也很实用,2025-10-16,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
河***妖,,5星,终于抢到性价比超高的15-45套装，而且还是银色的，还送了个联名款相机包，送给女儿当生日礼物，银色搭配包包比较好看，大小合适,2025-10-23,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***1,,5星,已经使用了一段时间了，握持感很差，但也能接受，按键经常容易误触，一定要看好自己的参数。其他就是优点了，方便小巧容易携带。,2025-10-29,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
轻***航,,5星,"上手真的很轻
我自己来说的话是很喜欢的，对比过差不多价格的富士﻿机子这台确实性价比高
显著的自动对焦、超出预期的画质、强大的视频功能、续航也不错。",2025-09-07,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
L***乐,,5星,📸这款相机真是个宝贝，不仅画质清晰，而且操作起来也非常容易上手！拍照效果真的棒极了，爱不释手！💖推荐给所有摄影爱好者们！,2025-10-17,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
jd_134301vns,,5星,京东大牌保真靠谱！富士xm5好用！摄影专业人士必备，防抖效果很好！值得反复购买！赠品袋子很喜欢，很用心，富士相机你值得拥有！,2025-10-16,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
维他命1224,,5星,"产品包装：包装很好没有破损
外形外观：外观时尚好看 大人非常喜欢 送礼非常有面子
成像效果：效果好 尤其是拍摄视频 人像模式好
反应速度：反应灵敏 快捷 操作简单
便携性能：携带方便",2025-10-17,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
慕***7,,5星,物流非常快，第二天就到了，周末带出去玩了。很轻便，很有质感，非常喜欢里面的胶片模式，方便快捷。强烈推荐给有需要的的朋友们。,2025-10-16,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
袁***1,,5星,🌸 今天的湖景真是太美了！满池的荷花盛开，绿叶红花点缀其间，犹如一幅水墨画✨。站在岸边感受微风拂面，心情也跟着平静下来💦。这种美好时光，真是让人流连忘返呀！,2025-07-22,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
北***明,,5星,原价买的1545套机，太香啦，机器很小巧，配合一些比较小的镜头手感非常棒，京东物流也特别快，对于其他几个平台，京东放货的次数也是最多的。,2025-09-16,,2,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
N***o,,5星,蹲了好久终于抢到了 实在是不愿意溢价买 等等党终将胜利 终于被我原价拿下了 相机颜值超高 非常好看 国庆立刻带出去玩了 开心,2025-10-09,,1,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
发***o,,5星,没想到居然抢到了，可能是因为双十一放的货比较多吧，一开始没有抢到，后面一直坚持点，居然抢到了！很开心，这个价格的富士相机还要啥自行车呢？,2025-10-17,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
可***9,,5星,相机好好，谢谢京东，富士相机就是好看，这款小巧，我很喜欢。本来以为买不到，还好买到了。开票也很快，直接系统开出来的，包装里面很好，,2025-09-12,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
p***c,,5星,富士X-M5微单相机真的太惊艳了！复古造型颜值爆表。胶片模拟直出色彩绝美，根本不用后期。对焦速度快准狠，连拍追焦毫无压力。机身轻巧却专业，翻转触屏操作超顺手。好评！,2025-06-21,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
F***z,,5星,"外形外观：非常的轻巧，很复古超好看的
成像效果：成像效果快，拍出来照片也很有质感，适合刚入门的朋友。
产品包装：包装严实，大品牌有保证
便携性能：随便携出门，随手可以揣在兜里",2025-05-29,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
J***8,,5星,相机性能卓越，画质清晰细腻，色彩还原度高。操作简便，外观时尚大方。相机质量超乎想象，稳定耐用。拍照效果一流，无论是白天还是夜晚，都能捕捉到令人惊叹的细节。,2025-07-11,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***g,,5星,送人了，没舍得拆开自用，从外包装看着就很赞！小时候记得富士的胶卷很火，单盒包装的。这么多年了，富士依旧很出色！生活的记录有了富士会更精彩！京东官旗的，质量有保障！,2025-06-23,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
不***_,,5星,蹲了好久可算买到了心动的相机 官网查询过了是全新正品 拍照很好看清晰 新手目前还在摸索当中 试拍了一下，不加滤镜色彩鲜艳一点，加了滤镜就是富士味道了，直出还是漂亮的，对我这种新手来说，是比较喜欢的，只不过还没试人像拍出来的效果。套机镜头是变焦镜头，适用范围广，新手平时拍照足够了，但是人像的话，可能需要定焦镜头更好,2025-09-10,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
K***J,,5星,一直很信任京东，不管大件小件尤其是贵重商品都首选京东平台。京东质量有保障，售后服务到位。这次买的富士相机物美价廉，下次还会考虑！,2025-09-04,,,购后1天追评,很好！,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
鱼***_,,5星,618很幸运能够买到这个相机，首先nc滤镜的复古风格独一档，这点用其他品牌相机是无法复刻的，狗头的画质也略微说的过去，相比而言。锐度肯定差点，但是主要看构图,2025-07-01,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
一只非洲鱼,,5星,"很小很复古的一个相机，这次终于不用抢了📸(^_^)
外形外观：银色非常好看，送的相机包也不错",2025-11-12,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
愉悦0610,,5星,延续了富士X系列的经典复古设计，机身线条硬朗，配有精致的拨盘，颜值极高，不仅是一台相机，更是一件“出街”的时尚单品，很喜欢。,2025-10-27,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
熊***逗,,5星,终于买到梦寐以求的相机了手感非常好开箱之后爱不释手的拍照效果也特别好主要就是挺方便的直接就可以把照片导导到手机里。挺好的。,2025-09-10,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
u***s,,5星,"机型轻便小巧，性价比超高，支持6K视频拍摄，作为入门款的机型很值得信赖，
外形外观：设计新颖不失美感，
产品包装：包装精致，很用心，
反应速度：反应速度很快，质感超强",2025-05-26,,1,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
z***爷,,5星,非常喜欢这个相机，抢到非常开心，京东快递送货上门非常方便收到货物打开之后发现包装很好，很细致。商品的质量也很好;客服有问必答，态度好，发货速度快，,2025-07-11,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
迷***子,,5星,原价真良心👍相机配上原厂皮套，颜值太高了，沦陷于颜值，终于成为富家子弟了，配套镜头，新手也完全可以hold住。显示屏可以翻转，自拍毫无压力。强烈推荐。,2025-06-23,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
听***_,,5星,包装的很安全，送货也很快，真的很放心，拍照效果也很不错，这是我购买的第二台相机了，非常喜欢这款相机拍照的质感，可以把一些美好的事情记录下来，很不错。,2025-11-15,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
kblr,,5星,"趁着这次活动轻松拿下，等于省了一顿饭钱，棒棒棒
富士极具性价比的机器，可以，价格也很合适，扫街出门也很便携，非常nice",2025-10-16,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
抓***蟹,,5星,收到货啦，好不容易才抢到的，颜值在线拍照也很好看啊实在是太开心啦，哈哈哈哈哈，拍出来照片直夸好看。现在就等着周末出去外面拍照发朋友圈留下青春的照片。,2025-06-30,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
3***t,,5星,"一、颜值即正义：复古设计戳中灵魂
_
机身设计：富士X-M5延续了经典的复古造型，镁合金机身搭配细腻蒙皮，既有机械美感又防滑耐磨。无论是咖啡馆摆拍还是街头扫街，拿在手里自成焦点。
配色选择：新增的“石墨灰”限量色低调高级，比起传统黑银配色更显独特，搭配皮质肩带直接提升穿搭质感。
_
 
_
二、画质天花板：直出无需后期
_
传感器与处理器：搭载4020万像素APS-C传感器与X-Processor 5引擎，ISO范围扩展至12800仍无噪点，夜景拍摄纯净度惊人。",2025-07-14,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***e,,5星,啊啊啊啊啊！终于被我的抢到啦！蹲了好久！非常开心！喜欢喜欢！是我梦寐以求的相机！爱死了！胶片滤镜绝了，原图直出！爽歪歪！赞赞赞！,2025-08-14,,3,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
慢***粑,,5星,很满意 xm5 拿到手很轻便 拍照很棒 电池容量对我来说够了  主要很轻便 带出去很方便 很满意,2025-10-24,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
a***J,,5星,相机的表现非常优秀，拍出来的照片特别清晰，整体体验很棒。便携轻巧，滤镜效果出色，色彩还原自然，操作直观，适合随手记录生活瞬间，拍照清晰满意。,2025-07-15,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
